T,Wind Direction,Wind Speed,Temperature,Cloud Cover,Easting,Northing
4,2,33,12,4,4,19
4,2,13,13,2,5,19
4,6,9,15,3,6,19
4,2,19,12,3,7,19
4,6,25,13,3,8,19
4,5,4,8,1,9,19
5,8,19,9,2,0,0
5,7,31,10,4,1,0
5,6,19,6,2,2,0
5,2,15,9,3,3,0
5,2,30,11,1,4,0
5,8,16,5,1,5,0
5,4,28,7,1,6,0
5,2,29,12,3,7,0
5,2,31,7,3,8,0
5,3,19,11,1,9,0
5,2,11,13,0,0,1
5,6,5,5,2,1,1
5,8,13,8,2,2,1
5,2,19,10,0,3,1
5,1,1,13,1,4,1
5,4,10,8,1,5,1
5,5,14,10,1,6,1
5,8,28,5,3,7,1
5,2,29,5,3,8,1
5,4,14,13,4,9,1
5,2,30,11,0,0,2
5,7,21,5,3,1,2
5,6,1,9,3,2,2
5,8,30,11,1,3,2
5,3,27,5,2,4,2
5,1,16,11,2,5,2
5,2,31,5,3,6,2
5,8,24,7,3,7,2
5,6,23,9,2,8,2
5,8,5,12,2,9,2
5,4,20,12,3,0,3
5,4,16,5,4,1,3
5,8,15,10,2,2,3
5,7,4,8,3,3,3
5,7,1,7,4,4,3
5,5,5,9,4,5,3
5,7,25,9,0,6,3
5,2,28,8,2,7,3
5,7,26,11,0,8,3
5,6,14,7,3,9,3
5,3,21,5,1,0,4
5,7,25,6,3,1,4
5,7,1,8,0,2,4
5,2,4,5,4,3,4
5,5,31,9,4,4,4
5,7,15,7,4,5,4
5,5,10,12,2,6,4
5,4,5,6,1,7,4
5,7,15,7,1,8,4
5,7,27,12,4,9,4
5,2,21,6,3,0,5
5,2,22,8,1,1,5
5,7,15,13,2,2,5
5,4,22,8,0,3,5
5,8,21,9,0,4,5
5,6,24,8,2,5,5
5,7,1,13,0,6,5
5,6,19,12,1,7,5
5,5,24,13,2,8,5
5,2,27,6,0,9,5
5,1,20,13,1,0,6
5,5,5,8,4,1,6
5,4,15,5,3,2,6
5,5,7,10,0,3,6
5,1,25,5,4,4,6
5,7,6,7,4,5,6
5,1,26,8,1,6,6
5,7,4,9,4,7,6
5,8,30,11,3,8,6
5,4,4,5,3,9,6
5,8,14,9,3,0,7
5,5,31,11,2,1,7
5,7,23,9,2,2,7
5,3,29,8,0,3,7
5,2,28,10,2,4,7
5,3,31,13,4,5,7
5,6,24,10,3,6,7
5,8,29,10,2,7,7
5,8,28,13,1,8,7
5,7,8,12,1,9,7
5,2,25,5,0,0,8
5,1,25,7,1,1,8
5,7,22,11,1,2,8
5,1,14,13,3,3,8
5,5,31,13,1,4,8
5,1,27,10,0,5,8
5,4,14,5,1,6,8
5,8,1,5,2,7,8
5,1,8,7,3,8,8
5,8,24,12,0,9,8
5,2,17,8,0,0,9
5,5,5,5,0,1,9
5,1,4,12,0,2,9
5,2,11,5,3,3,9
5,4,27,7,4,4,9
5,3,31,13,2,5,9
5,5,24,10,4,6,9
5,4,26,11,2,7,9
5,1,15,7,0,8,9
5,2,16,8,0,9,9
5,6,16,13,0,0,10
5,4,22,10,4,1,10
5,2,20,12,3,2,10
5,2,7,12,2,3,10
5,7,22,5,1,4,10
5,4,11,7,2,5,10
5,5,3,6,0,6,10
5,5,16,10,4,7,10
5,4,18,9,2,8,10
5,1,20,11,2,9,10
5,7,28,13,0,0,11
5,7,22,9,2,1,11
5,4,1,9,1,2,11
5,8,13,13,4,3,11
5,3,14,9,2,4,11
5,7,2,5,1,5,11
5,1,19,5,4,6,11
5,8,8,10,4,7,11
5,5,23,10,1,8,11
5,7,20,9,4,9,11
5,6,8,6,3,0,12
5,5,24,9,1,1,12
5,6,4,11,2,2,12
5,2,9,7,2,3,12
5,3,3,13,3,4,12
5,7,31,12,4,5,12
5,6,28,12,3,6,12
5,7,9,7,3,7,12
5,8,16,13,2,8,12
5,6,3,12,3,9,12
5,8,26,6,0,0,13
5,6,3,9,0,1,13
5,5,20,9,2,2,13
5,3,8,10,2,3,13
5,8,8,8,4,4,13
5,3,25,12,3,5,13
5,2,18,9,2,6,13
5,3,25,12,0,7,13
5,8,25,6,0,8,13
5,6,12,5,4,9,13
5,2,10,12,4,0,14
5,6,30,12,1,1,14
5,7,12,6,2,2,14
5,1,26,6,0,3,14
5,1,14,5,2,4,14
5,7,24,6,2,5,14
5,6,17,9,2,6,14
5,7,5,13,3,7,14
5,6,13,10,3,8,14
5,1,25,10,1,9,14
5,1,21,5,0,0,15
5,3,8,12,2,1,15
5,7,1,12,1,2,15
5,3,7,8,3,3,15
5,6,10,13,0,4,15
5,8,8,6,0,5,15
5,1,17,10,4,6,15
5,5,29,9,4,7,15
5,8,29,5,0,8,15
5,8,14,11,4,9,15
5,1,14,5,0,0,16
5,5,7,5,4,1,16
5,1,18,8,4,2,16
5,4,5,8,4,3,16
5,2,1,6,4,4,16
5,1,28,8,1,5,16
5,6,16,8,3,6,16
5,7,30,7,1,7,16
5,6,11,12,4,8,16
5,3,15,8,1,9,16
5,7,24,6,1,0,17
5,8,2,5,4,1,17
5,8,13,5,1,2,17
5,1,10,12,2,3,17
5,6,16,10,2,4,17
5,4,7,12,2,5,17
5,1,28,11,3,6,17
5,3,30,9,2,7,17
5,4,11,6,4,8,17
5,3,28,10,1,9,17
5,4,14,5,3,0,18
5,8,26,12,3,1,18
5,2,2,6,2,2,18
5,8,21,12,3,3,18
5,3,27,10,3,4,18
5,8,31,6,3,5,18
5,7,22,8,1,6,18
5,4,10,11,0,7,18
5,4,18,12,4,8,18
5,5,26,12,2,9,18
5,1,16,13,2,0,19
5,7,6,12,0,1,19
5,8,7,11,1,2,19
5,7,14,8,4,3,19
5,5,31,10,3,4,19
5,3,11,11,3,5,19
5,8,7,13,3,6,19
5,6,17,10,1,7,19
5,7,23,11,4,8,19
5,5,2,6,3,9,19
6,8,20,10,4,0,0
6,4,32,11,1,1,0
6,3,20,7,3,2,0
6,7,16,10,4,3,0
6,1,31,12,3,4,0
6,2,17,6,0,5,0
6,6,29,8,2,6,0
6,5,30,13,4,7,0
6,5,32,8,1,8,0
6,3,20,12,1,9,0
6,5,12,14,4,0,1
6,2,6,6,1,1,1
6,2,14,9,2,2,1
6,8,20,11,0,3,1
6,2,2,14,3,4,1
6,4,11,9,4,5,1
6,8,15,11,2,6,1
6,8,29,6,0,7,1
6,4,30,6,3,8,1
6,4,15,14,2,9,1
6,8,31,12,0,0,2
6,4,22,6,3,1,2
6,8,2,10,2,2,2
6,4,31,12,2,3,2
6,5,28,6,3,4,2
6,6,17,12,3,5,2
6,8,32,6,2,6,2
6,5,25,8,1,7,2
6,6,24,10,4,8,2
6,3,6,13,3,9,2
6,7,21,13,1,0,3
6,5,17,6,3,1,3
6,7,16,11,1,2,3
6,1,5,9,3,3,3
6,1,2,8,3,4,3
6,8,6,10,3,5,3
6,7,26,10,0,6,3
6,2,29,9,3,7,3
6,2,27,12,1,8,3
6,4,15,8,3,9,3
6,1,22,6,3,0,4
6,2,26,7,0,1,4
6,1,2,9,0,2,4
6,3,5,6,3,3,4
6,2,32,10,3,4,4
6,6,16,8,1,5,4
6,7,11,13,4,6,4
6,4,6,7,3,7,4
6,8,16,8,2,8,4
6,5,28,13,2,9,4
6,5,22,7,1,0,5
6,2,23,9,2,1,5
6,3,16,14,1,2,5
6,6,23,9,0,3,5
6,1,22,10,0,4,5
6,5,25,9,0,5,5
6,5,2,14,0,6,5
6,5,20,13,4,7,5
6,5,25,14,3,8,5
6,8,28,7,2,9,5
6,6,21,14,3,0,6
6,4,6,9,3,1,6
6,6,16,6,4,2,6
6,4,8,11,1,3,6
6,2,26,6,2,4,6
6,5,7,8,0,5,6
6,4,27,9,3,6,6
6,7,5,10,0,7,6
6,1,31,12,2,8,6
6,4,5,6,3,9,6
6,5,15,10,2,0,7
6,6,32,12,0,1,7
6,8,24,10,4,2,7
6,5,30,9,2,3,7
6,4,29,11,4,4,7
6,8,32,14,4,5,7
6,7,25,11,4,6,7
6,8,30,11,3,7,7
6,5,29,14,2,8,7
6,8,9,13,0,9,7
6,4,26,6,2,0,8
6,3,26,8,4,1,8
6,2,23,12,1,2,8
6,8,15,14,1,3,8
6,1,32,14,1,4,8
6,8,28,11,4,5,8
6,7,15,6,4,6,8
6,2,2,6,4,7,8
6,2,9,8,0,8,8
6,3,25,13,0,9,8
6,7,18,9,3,0,9
6,7,6,6,2,1,9
6,3,5,13,2,2,9
6,7,12,6,2,3,9
6,7,28,8,1,4,9
6,1,32,14,4,5,9
6,6,25,11,1,6,9
6,3,27,12,0,7,9
6,5,16,8,4,8,9
6,3,17,9,1,9,9
6,1,17,14,2,0,10
6,3,23,11,4,1,10
6,2,21,13,1,2,10
6,5,8,13,1,3,10
6,4,23,6,4,4,10
6,6,12,8,1,5,10
6,7,4,7,4,6,10
6,6,17,11,4,7,10
6,6,19,10,4,8,10
6,5,21,12,4,9,10
6,5,29,14,0,0,11
6,6,23,10,1,1,11
6,1,2,10,1,2,11
6,3,14,14,1,3,11
6,4,15,10,1,4,11
6,3,3,6,4,5,11
6,7,20,6,4,6,11
6,4,9,11,3,7,11
6,5,24,11,1,8,11
6,5,21,10,0,9,11
6,7,9,7,4,0,12
6,3,25,10,3,1,12
6,8,5,12,0,2,12
6,5,10,8,3,3,12
6,3,4,14,2,4,12
6,4,32,13,0,5,12
6,6,29,13,4,6,12
6,7,10,8,1,7,12
6,3,17,14,4,8,12
6,3,4,13,0,9,12
6,5,27,7,0,0,13
6,3,4,10,2,1,13
6,8,21,10,3,2,13
6,3,9,11,4,3,13
6,4,9,9,1,4,13
6,6,26,13,0,5,13
6,3,19,10,0,6,13
6,6,26,13,4,7,13
6,3,26,7,4,8,13
6,4,13,6,0,9,13
6,6,11,13,4,0,14
6,7,31,13,1,1,14
6,7,13,7,2,2,14
6,2,27,7,1,3,14
6,2,15,6,2,4,14
6,4,25,7,4,5,14
6,7,18,10,1,6,14
6,1,6,14,0,7,14
6,4,14,11,1,8,14
6,5,26,11,2,9,14
6,1,22,6,4,0,15
6,2,9,13,4,1,15
6,7,2,13,3,2,15
6,4,8,9,0,3,15
6,1,11,14,4,4,15
6,8,9,7,0,5,15
6,1,18,11,3,6,15
6,6,30,10,3,7,15
6,5,30,6,3,8,15
6,7,15,12,4,9,15
6,5,15,6,2,0,16
6,6,8,6,4,1,16
6,4,19,9,1,2,16
6,2,6,9,2,3,16
6,6,2,7,3,4,16
6,3,29,9,1,5,16
6,5,17,9,0,6,16
6,4,31,8,1,7,16
6,5,12,13,2,8,16
6,6,16,9,1,9,16
6,8,25,7,3,0,17
6,6,3,6,1,1,17
6,1,14,6,3,2,17
6,3,11,13,1,3,17
6,7,17,11,2,4,17
6,4,8,13,0,5,17
6,4,29,12,0,6,17
6,3,31,10,2,7,17
6,8,12,7,2,8,17
6,4,29,11,3,9,17
6,7,15,6,1,0,18
6,6,27,13,4,1,18
6,6,3,7,2,2,18
6,5,22,13,1,3,18
6,8,28,11,1,4,18
6,8,32,7,4,5,18
6,4,23,9,4,6,18
6,2,11,12,4,7,18
6,4,19,13,2,8,18
6,3,27,13,1,9,18
6,4,17,14,1,0,19
6,3,7,13,2,1,19
6,1,8,12,4,2,19
6,6,15,9,1,3,19
6,1,32,11,2,4,19
6,4,12,12,0,5,19
6,4,8,14,2,6,19
6,3,18,11,0,7,19
6,8,24,12,4,8,19
6,1,3,7,4,9,19
7,7,21,11,3,0,0
7,4,33,12,3,1,0
7,4,21,8,2,2,0
7,7,17,11,2,3,0
7,6,32,13,1,4,0
7,6,18,7,4,5,0
7,6,30,9,3,6,0
7,3,31,14,0,7,0
7,3,33,9,3,8,0
7,3,21,13,4,9,0
7,5,13,15,3,0,1
7,8,7,7,0,1,1
7,3,15,10,2,2,1
7,1,21,12,0,3,1
7,1,3,15,2,4,1
7,1,12,10,1,5,1
7,1,16,12,0,6,1
7,4,30,7,0,7,1
7,8,31,7,4,8,1
7,4,16,15,3,9,1
7,8,32,13,2,0,2
7,6,23,7,0,1,2
7,7,3,11,1,2,2
7,8,32,13,2,3,2
7,6,29,7,1,4,2
7,6,18,13,2,5,2
7,1,33,7,1,6,2
7,5,26,9,1,7,2
7,3,25,11,0,8,2
7,7,7,14,3,9,2
7,6,22,14,0,0,3
7,2,18,7,3,1,3
7,7,17,12,4,2,3
7,5,6,10,4,3,3
7,6,3,9,2,4,3
7,6,7,11,2,5,3
7,8,27,11,4,6,3
7,7,30,10,2,7,3
7,8,28,13,3,8,3
7,1,16,9,2,9,3
7,2,23,7,4,0,4
7,6,27,8,0,1,4
7,5,3,10,0,2,4
7,5,6,7,3,3,4
7,8,33,11,0,4,4
7,3,17,9,1,5,4
7,1,12,14,3,6,4
7,6,7,8,3,7,4
7,7,17,9,4,8,4
7,4,29,14,3,9,4
7,6,23,8,1,0,5
7,1,24,10,0,1,5
7,3,17,15,3,2,5
7,7,24,10,2,3,5
7,4,23,11,4,4,5
7,8,26,10,3,5,5
7,5,3,15,0,6,5
7,1,21,14,2,7,5
7,3,26,15,3,8,5
7,5,29,8,1,9,5
7,7,22,15,1,0,6
7,8,7,10,0,1,6
7,8,17,7,1,2,6
7,7,9,12,3,3,6
7,2,27,7,2,4,6
7,3,8,9,4,5,6
7,5,28,10,3,6,6
7,2,6,11,3,7,6
7,5,32,13,0,8,6
7,3,6,7,3,9,6
7,1,16,11,3,0,7
7,5,33,13,0,1,7
7,3,25,11,1,2,7
7,7,31,10,0,3,7
7,3,30,12,0,4,7
7,4,33,15,4,5,7
7,5,26,12,3,6,7
7,4,31,12,2,7,7
7,6,30,15,2,8,7
7,8,10,14,2,9,7
7,2,27,7,4,0,8
7,8,27,9,2,1,8
7,7,24,13,1,2,8
7,3,16,15,3,3,8
7,7,33,15,4,4,8
7,2,29,12,1,5,8
7,7,16,7,4,6,8
7,1,3,7,2,7,8
7,3,10,9,4,8,8
7,1,26,14,2,9,8
7,7,19,10,1,0,9
7,7,7,7,1,1,9
7,7,6,14,1,2,9
7,6,13,7,1,3,9
7,2,29,9,3,4,9
7,4,33,15,0,5,9
7,5,26,12,2,6,9
7,7,28,13,3,7,9
7,6,17,9,1,8,9
7,5,18,10,4,9,9
7,1,18,15,3,0,10
7,8,24,12,1,1,10
7,1,22,14,0,2,10
7,8,9,14,1,3,10
7,5,24,7,1,4,10
7,6,13,9,0,5,10
7,5,5,8,2,6,10
7,2,18,12,2,7,10
7,4,20,11,3,8,10
7,4,22,13,2,9,10
7,7,30,15,1,0,11
7,5,24,11,1,1,11
7,2,3,11,2,2,11
7,7,15,15,0,3,11
7,8,16,11,0,4,11
7,1,4,7,1,5,11
7,2,21,7,4,6,11
7,7,10,12,2,7,11
7,2,25,12,2,8,11
7,7,22,11,2,9,11
7,7,10,8,2,0,12
7,2,26,11,1,1,12
7,1,6,13,4,2,12
7,5,11,9,1,3,12
7,6,5,15,0,4,12
7,1,33,14,2,5,12
7,8,30,14,1,6,12
7,4,11,9,4,7,12
7,7,18,15,2,8,12
7,6,5,14,0,9,12
7,2,28,8,1,0,13
7,7,5,11,0,1,13
7,8,22,11,3,2,13
7,1,10,12,4,3,13
7,2,10,10,3,4,13
7,6,27,14,0,5,13
7,2,20,11,3,6,13
7,7,27,14,3,7,13
7,8,27,8,1,8,13
7,2,14,7,3,9,13
7,7,12,14,3,0,14
7,7,32,14,0,1,14
7,2,14,8,2,2,14
7,2,28,8,2,3,14
7,5,16,7,1,4,14
7,6,26,8,0,5,14
7,2,19,11,2,6,14
7,7,7,15,0,7,14
7,1,15,12,4,8,14
7,2,27,12,4,9,14
7,8,23,7,4,0,15
7,2,10,14,0,1,15
7,1,3,14,2,2,15
7,7,9,10,0,3,15
7,5,12,15,3,4,15
7,4,10,8,2,5,15
7,8,19,12,4,6,15
7,5,31,11,1,7,15
7,7,31,7,1,8,15
7,3,16,13,3,9,15
7,6,16,7,1,0,16
7,2,9,7,3,1,16
7,2,20,10,1,2,16
7,2,7,10,3,3,16
7,6,3,8,3,4,16
7,6,30,10,2,5,16
7,2,18,10,3,6,16
7,5,32,9,4,7,16
7,1,13,14,1,8,16
7,3,17,10,2,9,16
7,6,26,8,3,0,17
7,1,4,7,2,1,17
7,2,15,7,1,2,17
7,5,12,14,2,3,17
7,5,18,12,3,4,17
7,5,9,14,3,5,17
7,7,30,13,2,6,17
7,5,32,11,0,7,17
7,2,13,8,0,8,17
7,4,30,12,2,9,17
7,3,16,7,4,0,18
7,7,28,14,1,1,18
7,1,4,8,2,2,18
7,6,23,14,2,3,18
7,4,29,12,2,4,18
7,7,33,8,2,5,18
7,8,24,10,3,6,18
7,7,12,13,4,7,18
7,5,20,14,3,8,18
7,8,28,14,0,9,18
7,8,18,15,4,0,19
7,7,8,14,2,1,19
7,6,9,13,4,2,19
7,1,16,10,1,3,19
7,7,33,12,4,4,19
7,3,13,13,1,5,19
7,1,9,15,2,6,19
7,1,19,12,2,7,19
7,3,25,13,0,8,19
7,7,4,8,4,9,19
8,8,22,12,0,0,0
8,8,34,13,2,1,0
8,1,22,9,1,2,0
8,3,18,12,2,3,0
8,6,33,14,1,4,0
8,1,19,8,4,5,0
8,1,31,10,2,6,0
8,5,32,15,0,7,0
8,4,34,10,4,8,0
8,4,22,14,4,9,0
8,1,14,16,3,0,1
8,6,8,8,3,1,1
8,3,16,11,2,2,1
8,8,22,13,2,3,1
8,6,4,16,0,4,1
8,1,13,11,3,5,1
8,4,17,13,2,6,1
8,8,31,8,2,7,1
8,2,32,8,1,8,1
8,8,17,16,4,9,1
8,2,33,14,2,0,2
8,1,24,8,0,1,2
8,3,4,12,3,2,2
8,2,33,14,1,3,2
8,3,30,8,3,4,2
8,5,19,14,3,5,2
8,2,34,8,2,6,2
8,8,27,10,4,7,2
8,2,26,12,0,8,2
8,3,8,15,0,9,2
8,5,23,15,4,0,3
8,4,19,8,0,1,3
8,2,18,13,3,2,3
8,2,7,11,2,3,3
8,1,4,10,4,4,3
8,8,8,12,0,5,3
8,8,28,12,1,6,3
8,4,31,11,0,7,3
8,7,29,14,1,8,3
8,6,17,10,3,9,3
8,1,24,8,3,0,4
8,5,28,9,3,1,4
8,3,4,11,3,2,4
8,5,7,8,2,3,4
8,1,34,12,1,4,4
8,5,18,10,2,5,4
8,3,13,15,4,6,4
8,5,8,9,0,7,4
8,6,18,10,3,8,4
8,6,30,15,2,9,4
8,3,24,9,4,0,5
8,7,25,11,0,1,5
8,3,18,16,4,2,5
8,1,25,11,0,3,5
8,4,24,12,2,4,5
8,2,27,11,3,5,5
8,6,4,16,0,6,5
8,1,22,15,3,7,5
8,5,27,16,1,8,5
8,4,30,9,2,9,5
8,7,23,16,4,0,6
8,8,8,11,0,1,6
8,2,18,8,1,2,6
8,8,10,13,4,3,6
8,4,28,8,4,4,6
8,8,9,10,3,5,6
8,6,29,11,1,6,6
8,3,7,12,3,7,6
8,7,33,14,4,8,6
8,8,7,8,3,9,6
8,4,17,12,4,0,7
8,2,34,14,1,1,7
8,4,26,12,2,2,7
8,7,32,11,1,3,7
8,2,31,13,3,4,7
8,1,34,16,1,5,7
8,5,27,13,2,6,7
8,2,32,13,2,7,7
8,3,31,16,0,8,7
8,4,11,15,2,9,7
8,2,28,8,2,0,8
8,6,28,10,0,1,8
8,3,25,14,1,2,8
8,8,17,16,2,3,8
8,7,34,16,3,4,8
8,7,30,13,3,5,8
8,3,17,8,1,6,8
8,6,4,8,1,7,8
8,5,11,10,0,8,8
8,6,27,15,4,9,8
8,7,20,11,4,0,9
8,6,8,8,1,1,9
8,8,7,15,3,2,9
8,8,14,8,2,3,9
8,2,30,10,1,4,9
8,8,34,16,3,5,9
8,7,27,13,3,6,9
8,1,29,14,3,7,9
8,6,18,10,0,8,9
8,1,19,11,1,9,9
8,5,19,16,4,0,10
8,7,25,13,4,1,10
8,2,23,15,0,2,10
8,6,10,15,3,3,10
8,1,25,8,4,4,10
8,4,14,10,0,5,10
8,1,6,9,2,6,10
8,6,19,13,2,7,10
8,4,21,12,4,8,10
8,4,23,14,1,9,10
8,6,31,16,0,0,11
8,4,25,12,0,1,11
8,4,4,12,1,2,11
8,6,16,16,3,3,11
8,5,17,12,4,4,11
8,4,5,8,1,5,11
8,6,22,8,2,6,11
8,6,11,13,2,7,11
8,4,26,13,1,8,11
8,1,23,12,2,9,11
8,8,11,9,0,0,12
8,2,27,12,1,1,12
8,1,7,14,2,2,12
8,4,12,10,4,3,12
8,8,6,16,3,4,12
8,3,34,15,3,5,12
8,8,31,15,3,6,12
8,4,12,10,0,7,12
8,3,19,16,1,8,12
8,1,6,15,3,9,12
8,2,29,9,1,0,13
8,1,6,12,0,1,13
8,1,23,12,1,2,13
8,1,11,13,2,3,13
8,5,11,11,0,4,13
8,6,28,15,0,5,13
8,6,21,12,4,6,13
8,2,28,15,3,7,13
8,7,28,9,4,8,13
8,4,15,8,4,9,13
8,4,13,15,3,0,14
8,6,33,15,2,1,14
8,7,15,9,3,2,14
8,4,29,9,4,3,14
8,2,17,8,2,4,14
8,6,27,9,0,5,14
8,4,20,12,4,6,14
8,1,8,16,1,7,14
8,8,16,13,4,8,14
8,4,28,13,2,9,14
8,1,24,8,1,0,15
8,7,11,15,1,1,15
8,5,4,15,0,2,15
8,8,10,11,3,3,15
8,4,13,16,2,4,15
8,4,11,9,0,5,15
8,2,20,13,0,6,15
8,1,32,12,0,7,15
8,2,32,8,1,8,15
8,4,17,14,2,9,15
8,4,17,8,2,0,16
8,2,10,8,4,1,16
8,3,21,11,3,2,16
8,7,8,11,2,3,16
8,5,4,9,1,4,16
8,3,31,11,1,5,16
8,8,19,11,0,6,16
8,1,33,10,0,7,16
8,5,14,15,4,8,16
8,5,18,11,1,9,16
8,8,27,9,3,0,17
8,5,5,8,4,1,17
8,3,16,8,1,2,17
8,5,13,15,1,3,17
8,5,19,13,0,4,17
8,1,10,15,2,5,17
8,7,31,14,4,6,17
8,2,33,12,1,7,17
8,6,14,9,2,8,17
8,7,31,13,1,9,17
8,6,17,8,1,0,18
8,1,29,15,0,1,18
8,2,5,9,2,2,18
8,3,24,15,4,3,18
8,1,30,13,0,4,18
8,8,34,9,3,5,18
8,3,25,11,4,6,18
8,2,13,14,2,7,18
8,3,21,15,3,8,18
8,2,29,15,1,9,18
8,5,19,16,3,0,19
8,4,9,15,0,1,19
8,2,10,14,4,2,19
8,5,17,11,1,3,19
8,3,34,13,0,4,19
8,1,14,14,0,5,19
8,3,10,16,2,6,19
8,6,20,13,1,7,19
8,3,26,14,4,8,19
8,1,5,9,4,9,19
9,6,23,13,3,0,0
9,4,35,14,0,1,0
9,6,23,10,4,2,0
9,5,19,13,0,3,0
9,5,34,15,4,4,0
9,7,20,9,0,5,0
9,7,32,11,0,6,0
9,8,33,16,3,7,0
9,8,35,11,0,8,0
9,8,23,15,1,9,0
9,1,15,17,0,0,1
9,4,9,9,1,1,1
9,7,17,12,1,2,1
9,1,23,14,1,3,1
9,3,5,17,0,4,1
9,4,14,12,2,5,1
9,8,18,14,3,6,1
9,2,32,9,1,7,1
9,5,33,9,0,8,1
9,7,18,17,4,9,1
9,3,34,15,4,0,2
9,3,25,9,2,1,2
9,4,5,13,3,2,2
9,7,34,15,2,3,2
9,7,31,9,2,4,2
9,4,20,15,1,5,2
9,4,35,9,1,6,2
9,7,28,11,0,7,2
9,6,27,13,1,8,2
9,3,9,16,2,9,2
9,2,24,16,4,0,3
9,4,20,9,4,1,3
9,2,19,14,2,2,3
9,3,8,12,4,3,3
9,1,5,11,1,4,3
9,2,9,13,4,5,3
9,4,29,13,1,6,3
9,6,32,12,0,7,3
9,6,30,15,3,8,3
9,6,18,11,0,9,3
9,6,25,9,4,0,4
9,3,29,10,3,1,4
9,4,5,12,0,2,4
9,4,8,9,1,3,4
9,1,35,13,4,4,4
9,8,19,11,1,5,4
9,8,14,16,2,6,4
9,4,9,10,4,7,4
9,4,19,11,2,8,4
9,8,31,16,3,9,4
9,5,25,10,2,0,5
9,7,26,12,3,1,5
9,1,19,17,0,2,5
9,7,26,12,1,3,5
9,5,25,13,4,4,5
9,6,28,12,3,5,5
9,2,5,17,4,6,5
9,4,23,16,1,7,5
9,2,28,17,2,8,5
9,7,31,10,3,9,5
9,4,24,17,0,0,6
9,8,9,12,1,1,6
9,8,19,9,1,2,6
9,4,11,14,2,3,6
9,4,29,9,0,4,6
9,4,10,11,0,5,6
9,8,30,12,2,6,6
9,2,8,13,1,7,6
9,1,34,15,1,8,6
9,1,8,9,4,9,6
9,6,18,13,0,0,7
9,2,35,15,2,1,7
9,8,27,13,2,2,7
9,1,33,12,0,3,7
9,6,32,14,0,4,7
9,6,35,17,3,5,7
9,1,28,14,3,6,7
9,5,33,14,2,7,7
9,7,32,17,3,8,7
9,4,12,16,0,9,7
9,2,29,9,1,0,8
9,3,29,11,3,1,8
9,5,26,15,4,2,8
9,6,18,17,3,3,8
9,2,35,17,2,4,8
9,1,31,14,3,5,8
9,6,18,9,2,6,8
9,6,5,9,1,7,8
9,3,12,11,0,8,8
9,6,28,16,1,9,8
9,4,21,12,3,0,9
9,4,9,9,0,1,9
9,2,8,16,3,2,9
9,1,15,9,4,3,9
9,8,31,11,4,4,9
9,2,35,17,4,5,9
9,2,28,14,1,6,9
9,1,30,15,1,7,9
9,4,19,11,4,8,9
9,8,20,12,2,9,9
9,5,20,17,4,0,10
9,5,26,14,0,1,10
9,1,24,16,1,2,10
9,4,11,16,2,3,10
9,8,26,9,2,4,10
9,4,15,11,4,5,10
9,8,7,10,4,6,10
9,4,20,14,2,7,10
9,6,22,13,3,8,10
9,5,24,15,2,9,10
9,2,32,17,3,0,11
9,3,26,13,3,1,11
9,7,5,13,1,2,11
9,2,17,17,2,3,11
9,8,18,13,0,4,11
9,6,6,9,2,5,11
9,6,23,9,4,6,11
9,7,12,14,1,7,11
9,4,27,14,0,8,11
9,4,24,13,1,9,11
9,3,12,10,2,0,12
9,6,28,13,3,1,12
9,7,8,15,3,2,12
9,5,13,11,0,3,12
9,8,7,17,2,4,12
9,8,35,16,0,5,12
9,3,32,16,1,6,12
9,7,13,11,1,7,12
9,1,20,17,4,8,12
9,1,7,16,0,9,12
9,1,30,10,2,0,13
9,8,7,13,4,1,13
9,6,24,13,0,2,13
9,8,12,14,1,3,13
9,4,12,12,1,4,13
9,8,29,16,1,5,13
9,5,22,13,0,6,13
9,3,29,16,3,7,13
9,8,29,10,2,8,13
9,4,16,9,2,9,13
9,4,14,16,0,0,14
9,2,34,16,1,1,14
9,2,16,10,4,2,14
9,5,30,10,2,3,14
9,3,18,9,3,4,14
9,7,28,10,0,5,14
9,3,21,13,0,6,14
9,1,9,17,2,7,14
9,1,17,14,0,8,14
9,2,29,14,1,9,14
9,5,25,9,4,0,15
9,5,12,16,3,1,15
9,5,5,16,0,2,15
9,6,11,12,0,3,15
9,3,14,17,0,4,15
9,3,12,10,3,5,15
9,7,21,14,2,6,15
9,3,33,13,4,7,15
9,4,33,9,1,8,15
9,1,18,15,2,9,15
9,7,18,9,3,0,16
9,1,11,9,3,1,16
9,4,22,12,0,2,16
9,3,9,12,0,3,16
9,4,5,10,3,4,16
9,7,32,12,2,5,16
9,1,20,12,0,6,16
9,7,34,11,4,7,16
9,4,15,16,2,8,16
9,8,19,12,0,9,16
9,1,28,10,2,0,17
9,2,6,9,0,1,17
9,4,17,9,0,2,17
9,1,14,16,3,3,17
9,3,20,14,4,4,17
9,7,11,16,2,5,17
9,1,32,15,0,6,17
9,2,34,13,1,7,17
9,4,15,10,4,8,17
9,6,32,14,2,9,17
9,6,18,9,3,0,18
9,5,30,16,2,1,18
9,8,6,10,1,2,18
9,7,25,16,2,3,18
9,8,31,14,3,4,18
9,4,35,10,1,5,18
9,8,26,12,2,6,18
9,7,14,15,3,7,18
9,1,22,16,4,8,18
9,7,30,16,1,9,18
9,5,20,17,4,0,19
